programID,Date,eventType,Venue,Location,Time
12505,2015-01-03T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12505,2015-01-06T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12504,2014-12-31T05:00:00Z,New Year's Eve,Avery Fisher Hall,"Manhattan, NY",7:30PM
13607,2015-01-02T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
14060,2015-01-07T05:00:00Z,Insight Series,David Rubenstein Atrium at Lincoln Center,"Manhattan, NY",7:30PM
12506,2015-01-08T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12506,2015-01-09T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12506,2015-01-10T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12506,2015-01-13T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12508,2015-01-15T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12508,2015-01-16T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
13671,2015-01-17T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12591,2015-01-18T05:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
13989,2015-01-20T05:00:00Z,Chamber Concert (Private),The Stanley H. Kaplan Penthouse,"Manhattan, NY",7:00PM
14164,2015-01-21T05:00:00Z,Chamber Concert (Private),University Club,"Manhattan, NY",7:30PM
12509,2015-01-22T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12509,2015-01-24T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
13712,2015-01-23T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12532,2015-01-24T05:00:00Z,Young People's Concert,Avery Fisher Hall,"Manhattan, NY",2:00PM
12510,2015-01-28T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
13733,2015-01-29T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
13746,2015-01-30T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",11:00AM
13750,2015-01-31T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
13990,2015-02-03T05:00:00Z,Chamber Concert (Private),Racquet and Tennis Club,"Manhattan, NY",7:30PM
14061,2015-02-03T05:00:00Z,Insight Series,David Rubenstein Atrium at Lincoln Center,"Manhattan, NY",7:30PM
12511,2015-02-05T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12511,2015-02-06T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12511,2015-02-07T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12530,2015-02-07T05:00:00Z,Saturday Matinee,Avery Fisher Hall,"Manhattan, NY",2:00PM
13868,2015-02-08T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",12:30PM
13868,2015-02-08T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",3:00PM
13868,2015-02-09T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",10:30AM
12607,2015-02-09T05:00:00Z,Contact!,SubCulture,"Manhattan, NY",7:30PM
12512,2015-02-11T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12512,2015-02-12T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12512,2015-02-13T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",2:00PM
13605,2015-02-14T05:00:00Z,Non-Subscription,Avery Fisher Hall,"Manhattan, NY",8:00PM
12592,2015-02-15T05:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
13991,2015-02-15T05:00:00Z,Chamber Concert (Private),Johnson Residence (Home of Ann and Charles Johnson),"Manhattan, NY",7:30PM
12515,2015-02-19T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12515,2015-02-20T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12515,2015-02-21T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12529,2015-02-21T05:00:00Z,Young People's Concert,Avery Fisher Hall,"Manhattan, NY",2:00PM
12516,2015-02-24T05:00:00Z,Pension Fund Benefit Concert,Avery Fisher Hall,"Manhattan, NY",7:30PM
13785,2015-02-26T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12517,2015-02-27T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",11:00AM
13786,2015-02-28T05:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12533,2015-03-04T05:00:00Z,Young People's Concerts for Schools,Avery Fisher Hall,"Manhattan, NY",10:30AM
12533,2015-03-04T05:00:00Z,Young People's Concerts for Schools,Avery Fisher Hall,"Manhattan, NY",12:00PM
13768,2015-03-05T05:00:00Z,Young People's Concerts for Schools,Avery Fisher Hall,"Manhattan, NY",12:00PM
13767,2015-03-05T05:00:00Z,Young People's Concerts for Schools,Avery Fisher Hall,"Manhattan, NY",10:30AM
13769,2015-03-06T05:00:00Z,Young People's Concerts for Schools,Avery Fisher Hall,"Manhattan, NY",10:30AM
13770,2015-03-06T05:00:00Z,Young People's Concerts for Schools,Avery Fisher Hall,"Manhattan, NY",12:00PM
12518,2015-03-07T05:00:00Z,Contact!,Metropolitan Museum of Art,"Manhattan, NY",7:00PM
13992,2015-03-10T04:00:00Z,Chamber Concert (Private),Takahashi Residence (Home of Motomu and Megumi Takahashi),"Manhattan, NY",7:30PM
12519,2015-03-12T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12519,2015-03-13T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12519,2015-03-14T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12593,2015-03-15T04:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
13993,2015-03-16T04:00:00Z,Chamber Concert (Private),The Stanley H. Kaplan Penthouse,"Manhattan, NY",7:00PM
12489,2015-03-19T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12489,2015-03-20T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",11:00AM
12489,2015-03-24T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
13580,2015-03-21T04:00:00Z,Runout,Tilles Center for the Performing Arts (Main),"Greenvale, NY",8:00PM
13866,2015-03-22T04:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",12:30PM
13866,2015-03-22T04:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",3:00PM
13866,2015-03-23T04:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",10:30AM
14062,2015-03-23T04:00:00Z,Insight Series,David Rubenstein Atrium at Lincoln Center,"Manhattan, NY",7:30PM
12491,2015-03-26T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12491,2015-03-27T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12491,2015-03-28T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
13865,2015-03-30T04:00:00Z,Chamber,Alice Tully Hall,"Manhattan, NY",7:30PM
12520,2015-04-08T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12520,2015-04-09T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12520,2015-04-10T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12520,2015-04-11T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12539,2015-04-16T04:00:00Z,Tour,National Concert Hall,"Dublin, IRELAND",8:00PM
12540,2015-04-17T04:00:00Z,Tour,Barbican Centre,"London, ENGLAND",7:30PM
13147,2015-04-18T04:00:00Z,Contact!,"Milton Court at Guild Hall, Barbican Centre","London, ENGLAND",8:00PM
12542,2015-04-19T04:00:00Z,Tour,Barbican Centre,"London, ENGLAND",7:30PM
12541,2015-04-19T04:00:00Z,Tour - Young People's Concert,Barbican Centre,"London, ENGLAND",4:00PM
12543,2015-04-21T04:00:00Z,Tour,Concertgebouw,"Amsterdam, NETHERLANDS",8:15PM
12544,2015-04-22T04:00:00Z,Tour,Concertgebouw,"Amsterdam, NETHERLANDS",8:15PM
12545,2015-04-23T04:00:00Z,Tour,Philharmonie Luxembourg (Joséphine-Charlotte),"Luxembourg, LUXEMBOURG",8:00PM
13847,2015-04-24T04:00:00Z,Tour - Chamber,Official Residence of the United States Ambassador,"Paris, FRANCE",None
12546,2015-04-25T04:00:00Z,Tour,"Philharmonie de Paris, La","Paris, FRANCE",8:30PM
12547,2015-04-26T04:00:00Z,Tour,"Philharmonie de Paris, La","Paris, FRANCE",4:30PM
12549,2015-04-28T04:00:00Z,Tour,Alte Oper,"Frankfurt, GERMANY",8:00PM
13849,2015-04-29T04:00:00Z,Tour - Chamber,Wallraf-Richartz Museum,"Cologne, GERMANY",None
12550,2015-04-30T04:00:00Z,Tour,Kölner Philharmonie,"Cologne, GERMANY",8:00PM
12551,2015-05-01T04:00:00Z,Tour,Kölner Philharmonie,"Cologne, GERMANY",8:00PM
12553,2015-05-06T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12096,2015-05-08T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12096,2015-05-09T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12534,2015-05-09T04:00:00Z,Young People's Concert,Avery Fisher Hall,"Manhattan, NY",2:00PM
12606,2015-05-11T04:00:00Z,Contact!,SubCulture,"Manhattan, NY",7:30PM
12536,2015-05-14T04:00:00Z,Non-Subscription,Avery Fisher Hall,"Manhattan, NY",7:30PM
12536,2015-05-15T04:00:00Z,Non-Subscription,Avery Fisher Hall,"Manhattan, NY",7:30PM
12536,2015-05-16T04:00:00Z,Non-Subscription,Avery Fisher Hall,"Manhattan, NY",2:00PM
12536,2015-05-16T04:00:00Z,Non-Subscription,Avery Fisher Hall,"Manhattan, NY",7:30PM
12538,2015-05-19T04:00:00Z,Non-Subscription,Avery Fisher Hall,"Manhattan, NY",7:30PM
12521,2015-05-21T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12521,2015-05-22T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",11:00AM
12521,2015-05-23T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12522,2015-05-23T04:00:00Z,Saturday Matinee,Avery Fisher Hall,"Manhattan, NY",2:00PM
12537,2015-05-25T04:00:00Z,Special,The Cathedral Church of Saint John the Divine,"Manhattan, NY",8:00PM
12523,2015-05-28T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12523,2015-05-29T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",2:00PM
12523,2015-05-30T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
14063,2015-06-01T04:00:00Z,Insight Series,David Rubenstein Atrium at Lincoln Center,"Manhattan, NY",7:30PM
12561,2015-06-02T04:00:00Z,Chamber Concert (Private),St. Regis Hotel,"Manhattan, NY",7:00PM
12524,2015-06-03T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12524,2015-06-04T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12524,2015-06-05T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",11:00AM
12524,2015-06-06T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12525,2015-06-05T04:00:00Z,Contact!,Metropolitan Museum of Art,"Manhattan, NY",7:00PM
12594,2015-06-07T04:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
12526,2015-06-10T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12526,2015-06-11T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12526,2015-06-12T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
12526,2015-06-13T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
13994,2015-06-16T04:00:00Z,Chamber Concert (Private),Upper Story,"Manhattan, NY",7:30PM
13661,2015-06-17T04:00:00Z,Parks,Great Lawn,"Manhattan, NY",8:00PM
12574,2015-06-18T04:00:00Z,Parks,Great Lawn,"Manhattan, NY",8:00PM
12574,2015-06-19T04:00:00Z,Parks,Prospect Park,"Brooklyn, NY",8:00PM
13731,2015-06-22T04:00:00Z,Parks,Cunningham Park,"Queens, NY",8:00PM
13869,2015-06-24T04:00:00Z,Parks - Free Indoor Concert,Snug Harbor,"Staten Island, NY",8:00PM
12583,2015-07-04T04:00:00Z,Tour,Shanghai Symphony Hall,"Shanghai, CHINA",7:30PM
12584,2015-07-05T04:00:00Z,Tour,Shanghai Symphony Hall,"Shanghai, CHINA",7:30PM
12585,2015-07-06T04:00:00Z,Tour,Shanghai Poly Grand Theatre,"Shanghai, CHINA",7:30PM
12586,2015-07-09T04:00:00Z,Tour - Young People's Concert,Shanghai Symphony Hall,"Shanghai, CHINA",7:30PM
12587,2015-07-10T04:00:00Z,Tour,Shanghai Symphony Hall,"Shanghai, CHINA",7:30PM
12575,2015-07-24T04:00:00Z,Tour,Gerald R. Ford Amphitheater,"Vail, CO",6:00PM
12576,2015-07-25T04:00:00Z,Tour,Gerald R. Ford Amphitheater,"Vail, CO",6:00PM
12577,2015-07-26T04:00:00Z,Tour,Gerald R. Ford Amphitheater,"Vail, CO",6:00PM
13979,2015-07-27T04:00:00Z,Tour - Chamber,De Vink Residence,"Vail, CO",6:00PM
13980,2015-07-28T04:00:00Z,Tour - Chamber,Donovan Pavilion,"Vail, CO",6:00PM
12578,2015-07-29T04:00:00Z,Tour,Gerald R. Ford Amphitheater,"Vail, CO",6:00PM
12579,2015-07-30T04:00:00Z,Tour,Gerald R. Ford Amphitheater,"Vail, CO",6:00PM
12580,2015-07-31T04:00:00Z,Tour,Gerald R. Ford Amphitheater,"Vail, CO",6:00PM
12581,2015-08-02T04:00:00Z,Reading Rehearsal,Santa Barbara Bowl,"Santa Barbara, CA",7:00PM
12582,2015-08-03T04:00:00Z,Tour,Santa Barbara Bowl,"Santa Barbara, CA",7:00PM
13132,2015-09-18T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
13133,2015-09-19T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",8:00PM
12059,2015-09-21T04:00:00Z,Subscription Season,Avery Fisher Hall,"Manhattan, NY",7:30PM
13134,2015-09-24T04:00:00Z,Non-Subscription,David Geffen Hall,"Manhattan, NY",7:30PM
13135,2015-09-25T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13135,2015-09-26T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13601,2015-09-30T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13136,2015-10-01T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13136,2015-10-03T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13140,2015-10-02T04:00:00Z,Runout,Tilles Center for the Performing Arts (Main),"Greenvale, NY",8:00PM
13106,2015-10-07T04:00:00Z,Runout,Carnegie Hall,"Manhattan, NY",7:00PM
13143,2015-10-09T04:00:00Z,Tour,Hill Auditorium,"Ann Arbor, MI",8:00PM
13145,2015-10-10T04:00:00Z,Tour,Hill Auditorium,"Ann Arbor, MI",8:30PM
13146,2015-10-11T04:00:00Z,Tour,Hill Auditorium,"Ann Arbor, MI",3:00PM
14026,2015-10-13T04:00:00Z,Insight Series,David Rubenstein Atrium at Lincoln Center,"Manhattan, NY",7:30PM
13658,2015-10-14T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
12560,2015-10-15T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13659,2015-10-16T04:00:00Z,Non-Subscription,David Geffen Hall,"Manhattan, NY",8:00PM
14027,2015-10-19T04:00:00Z,Chamber Concert (Private),The Stanley H. Kaplan Penthouse,"Manhattan, NY",7:00PM
13142,2015-10-21T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13142,2015-10-22T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13142,2015-10-23T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",11:00AM
13142,2015-10-24T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13846,2015-10-25T04:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
13602,2015-10-29T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13602,2015-10-30T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",2:00PM
13602,2015-10-31T04:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13603,2015-10-31T04:00:00Z,Saturday Matinee,David Geffen Hall,"Manhattan, NY",2:00PM
13604,2015-11-04T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13604,2015-11-05T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13604,2015-11-06T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13604,2015-11-07T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
14170,2015-11-04T05:00:00Z,Chamber,Three West Club,"Manhattan, NY",3:00PM
13660,2015-11-06T05:00:00Z,Contact!,Metropolitan Museum of Art,"Manhattan, NY",7:00PM
13660,2015-11-07T05:00:00Z,Contact!,Metropolitan Museum of Art,"Manhattan, NY",7:00PM
13857,2015-11-08T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",12:30PM
13857,2015-11-08T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",3:00PM
13857,2015-11-09T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",10:30AM
12531,2015-11-11T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13947,2015-11-12T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13947,2015-11-14T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13956,2015-11-13T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13995,2015-11-14T05:00:00Z,Very Young People's Concert,Jamaica Performing Arts Center,"Queens, NY",3:00PM
13854,2015-11-16T05:00:00Z,Contact!,National Sawdust,"Brooklyn, NY",7:30PM
13966,2015-11-17T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13606,2015-11-19T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13606,2015-11-20T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",2:00PM
13606,2015-11-21T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13855,2015-11-22T05:00:00Z,Chamber,"Theresa L. Kaufmann Concert Hall, 92nd St. YMHA","Manhattan, NY",3:00PM
13608,2015-11-24T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13608,2015-11-27T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13609,2015-11-28T05:00:00Z,Saturday Matinee,David Geffen Hall,"Manhattan, NY",2:00PM
13968,2015-11-28T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13610,2015-12-03T05:00:00Z,Non-Subscription,David Geffen Hall,"Manhattan, NY",7:30PM
13848,2015-12-06T05:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
14028,2015-12-09T05:00:00Z,Chamber Concert (Private),Mr. and Mrs. Mike Kahn Residence,"Manhattan, NY",None
13611,2015-12-10T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13611,2015-12-11T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13611,2015-12-12T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13264,2015-12-12T05:00:00Z,Young People's Concert,David Geffen Hall,"Manhattan, NY",2:00PM
14029,2015-12-13T05:00:00Z,Holiday Brass,David Geffen Hall,"Manhattan, NY",3:00PM
13407,2015-12-15T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13407,2015-12-16T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13407,2015-12-17T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13407,2015-12-18T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",11:00AM
13407,2015-12-19T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13612,2015-12-18T05:00:00Z,Non-Subscription,David Geffen Hall,"Manhattan, NY",8:00PM
13612,2015-12-19T05:00:00Z,Non-Subscription,David Geffen Hall,"Manhattan, NY",2:00PM
13967,2015-12-29T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13613,2015-12-30T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13613,2016-01-02T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13614,2015-12-31T05:00:00Z,New Year's Eve,David Geffen Hall,"Manhattan, NY",7:30PM
13615,2016-01-07T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13615,2016-01-08T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13615,2016-01-09T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13615,2016-01-12T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13616,2016-01-09T05:00:00Z,Saturday Matinee,David Geffen Hall,"Manhattan, NY",2:00PM
13899,2016-01-10T05:00:00Z,Chamber Concert (Private),Morgan Library,"Manhattan, NY",3:00PM
13617,2016-01-14T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13617,2016-01-15T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",11:00AM
13617,2016-01-16T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13850,2016-01-17T05:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
14030,2016-01-19T05:00:00Z,Chamber Concert (Private),Neil Westreich and Michael O'Keefe Residence,"Manhattan, NY",None
13934,2016-01-20T05:00:00Z,Young People's Concerts for Schools,David Geffen Hall,"Manhattan, NY",12:00PM
13618,2016-01-20T05:00:00Z,Young People's Concerts for Schools,David Geffen Hall,"Manhattan, NY",10:30AM
13981,2016-01-21T05:00:00Z,Young People's Concerts for Schools,David Geffen Hall,"Manhattan, NY",10:30AM
13982,2016-01-21T05:00:00Z,Young People's Concerts for Schools,David Geffen Hall,"Manhattan, NY",12:00PM
13984,2016-01-22T05:00:00Z,Young People's Concerts for Schools,David Geffen Hall,"Manhattan, NY",12:30PM
13983,2016-01-22T05:00:00Z,Young People's Concerts for Schools,David Geffen Hall,"Manhattan, NY",11:00AM
14031,2016-01-26T05:00:00Z,Chamber Concert (Private),Didi and Oscar Schafer Residence,"Manhattan, NY",None
13619,2016-01-26T05:00:00Z,Off the Grid,Baita at Eataly,"Manhattan, NY",8:00PM
13621,2016-01-27T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13621,2016-01-30T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13986,2016-01-28T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13986,2016-01-29T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13986,2016-01-30T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13623,2016-02-01T05:00:00Z,Contact!,National Sawdust,"Brooklyn, NY",7:30PM
14032,2016-02-02T05:00:00Z,Chamber Concert (Private),Racquet and Tennis Club,"Manhattan, NY",None
13622,2016-02-03T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13996,2016-02-04T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13997,2016-02-05T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13998,2016-02-06T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13625,2016-02-09T05:00:00Z,Pension Fund Benefit Concert,David Geffen Hall,"Manhattan, NY",7:30PM
14033,2016-02-10T05:00:00Z,Insight Series,David Rubenstein Atrium at Lincoln Center,"Manhattan, NY",7:30PM
13624,2016-02-11T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13624,2016-02-12T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13624,2016-02-13T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13624,2016-02-16T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13851,2016-02-14T05:00:00Z,Chamber,Merkin Concert Hall,"Manhattan, NY",3:00PM
13626,2016-02-18T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
14000,2016-02-19T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",11:00AM
14001,2016-02-20T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
14002,2016-02-23T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13627,2016-02-25T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13627,2016-02-26T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",2:00PM
13627,2016-02-27T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13858,2016-02-28T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",12:15PM
13858,2016-02-28T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",2:45PM
13858,2016-02-29T05:00:00Z,Very Young People's Concert,Merkin Concert Hall,"Manhattan, NY",10:15AM
14034,2016-02-28T05:00:00Z,Chamber Concert (Private),Johnson Residence (Home of Ann and Charles Johnson),"Manhattan, NY",None
14003,2016-03-01T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13628,2016-03-03T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",7:30PM
13628,2016-03-04T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
13628,2016-03-05T05:00:00Z,Subscription Season,David Geffen Hall,"Manhattan, NY",8:00PM
